subject_id,phase,lag_s,correlation
S03,Post,-7.500000,0.675171
S03,Post,-7.000000,0.730800
S03,Post,-6.500000,0.675171
S03,Post,-6.000000,0.516754
S03,Post,-5.500000,0.279665
S03,Post,-5.000000,-0.000000
S03,Post,-4.500000,-0.279665
S03,Post,-4.000000,-0.516754
S03,Post,-3.500000,-0.675171
S03,Post,-3.000000,-0.730800
S03,Post,-2.500000,-0.675171
S03,Post,-2.000000,-0.516754
S03,Post,-1.500000,-0.279665
S03,Post,-1.000000,0.000000
S03,Post,-0.500000,0.279665
S03,Post,0.000000,0.516754
S03,Post,0.500000,0.675171
S03,Post,1.000000,0.730800
S03,Post,1.500000,0.675171
S03,Post,2.000000,0.516754
S03,Post,2.500000,0.279665
S03,Post,3.000000,0.000000
S03,Post,3.500000,-0.279665
S03,Post,4.000000,-0.516754
S03,Post,4.500000,-0.675171
S03,Post,5.000000,-0.730800
S03,Post,5.500000,-0.675171
S03,Post,6.000000,-0.516754
S03,Post,6.500000,-0.279665
S03,Post,7.000000,-0.000000
S03,Post,7.500000,0.279665
S03,Post,8.000000,0.516754
S03,Post,8.500000,0.675171
S03,Post,9.000000,0.730800
S03,Post,9.500000,0.675171
S03,Post,10.000000,0.516754
S04,Post,-10.000000,-0.516754
S04,Post,-9.500000,-0.279665
S04,Post,-9.000000,0.000000
S04,Post,-8.500000,0.279665
S04,Post,-8.000000,0.516754
S04,Post,-7.500000,0.675171
S04,Post,-7.000000,0.730800
S04,Post,-6.500000,0.675171
S04,Post,-6.000000,0.516754
S04,Post,-5.500000,0.279665
S04,Post,-5.000000,-0.000000
S04,Post,-4.500000,-0.279665
S04,Post,-4.000000,-0.516754
S04,Post,-3.500000,-0.675171
S04,Post,-3.000000,-0.730800
S04,Post,-2.500000,-0.675171
S04,Post,-2.000000,-0.516754
S04,Post,-1.500000,-0.279665
S04,Post,-1.000000,0.000000
S04,Post,-0.500000,0.279665
S04,Post,0.000000,0.516754
S04,Post,0.500000,0.675171
S04,Post,1.000000,0.730800
S04,Post,1.500000,0.675171
S04,Post,2.000000,0.516754
S04,Post,2.500000,0.279665
S04,Post,3.000000,0.000000
S04,Post,3.500000,-0.279665
S04,Post,4.000000,-0.516754
S04,Post,4.500000,-0.675171
S04,Post,5.000000,-0.730800
S04,Post,5.500000,-0.675171
S04,Post,6.000000,-0.516754
S04,Post,6.500000,-0.279665
S04,Post,7.000000,-0.000000
S04,Post,7.500000,0.279665
S04,Post,8.000000,0.516754
S04,Post,8.500000,0.675171
S04,Post,9.000000,0.730800
S04,Post,9.500000,0.675171
S04,Post,10.000000,0.516754
S05,Post,-10.000000,-0.516754
S05,Post,-9.500000,-0.279665
S05,Post,-9.000000,0.000000
S05,Post,-8.500000,0.279665
S05,Post,-8.000000,0.516754
S05,Post,-7.500000,0.675171
S05,Post,-7.000000,0.730800
S05,Post,-6.500000,0.675171
S05,Post,-6.000000,0.516754
S05,Post,-5.500000,0.279665
S05,Post,-5.000000,-0.000000
S05,Post,-4.500000,-0.279665
S05,Post,-4.000000,-0.516754
S05,Post,-3.500000,-0.675171
S05,Post,-3.000000,-0.730800
S05,Post,-2.500000,-0.675171
S05,Post,-2.000000,-0.516754
S05,Post,-1.500000,-0.279665
S05,Post,-1.000000,0.000000
S05,Post,-0.500000,0.279665
S05,Post,0.000000,0.516754
S05,Post,0.500000,0.675171
S05,Post,1.000000,0.730800
S05,Post,1.500000,0.675171
S05,Post,2.000000,0.516754
S05,Post,2.500000,0.279665
S05,Post,3.000000,0.000000
S05,Post,3.500000,-0.279665
S05,Post,4.000000,-0.516754
S05,Post,4.500000,-0.675171
S05,Post,5.000000,-0.730800
S05,Post,5.500000,-0.675171
S05,Post,6.000000,-0.516754
S05,Post,6.500000,-0.279665
S05,Post,7.000000,-0.000000
S05,Post,7.500000,0.279665
S05,Post,8.000000,0.516754
S05,Post,8.500000,0.675171
S05,Post,9.000000,0.730800
S05,Post,9.500000,0.675171
S05,Post,10.000000,0.516754
S06,Post,-10.000000,-0.516754
S06,Post,-9.500000,-0.279665
S06,Post,-9.000000,0.000000
S06,Post,-8.500000,0.279665
S06,Post,-8.000000,0.516754
S06,Post,-7.500000,0.675171
S06,Post,-7.000000,0.730800
S06,Post,-6.500000,0.675171
S06,Post,-6.000000,0.516754
S06,Post,-5.500000,0.279665
S06,Post,-5.000000,-0.000000
S06,Post,-4.500000,-0.279665
S06,Post,-4.000000,-0.516754
S06,Post,-3.500000,-0.675171
S06,Post,-3.000000,-0.730800
S06,Post,-2.500000,-0.675171
S06,Post,-2.000000,-0.516754
S06,Post,-1.500000,-0.279665
S06,Post,-1.000000,0.000000
S06,Post,-0.500000,0.279665
S06,Post,0.000000,0.516754
S06,Post,0.500000,0.675171
S06,Post,1.000000,0.730800
S06,Post,1.500000,0.675171
S06,Post,2.000000,0.516754
S06,Post,2.500000,0.279665
S06,Post,3.000000,0.000000
S06,Post,3.500000,-0.279665
S06,Post,4.000000,-0.516754
S06,Post,4.500000,-0.675171
S06,Post,5.000000,-0.730800
S06,Post,5.500000,-0.675171
S06,Post,6.000000,-0.516754
S06,Post,6.500000,-0.279665
S06,Post,7.000000,-0.000000
S06,Post,7.500000,0.279665
S06,Post,8.000000,0.516754
S06,Post,8.500000,0.675171
S06,Post,9.000000,0.730800
S06,Post,9.500000,0.675171
S06,Post,10.000000,0.516754
S07,Post,-10.000000,-0.516754
S07,Post,-9.500000,-0.279665
S07,Post,-9.000000,0.000000
S07,Post,-8.500000,0.279665
S07,Post,-8.000000,0.516754
S07,Post,-7.500000,0.675171
S07,Post,-7.000000,0.730800
S07,Post,-6.500000,0.675171
S07,Post,-6.000000,0.516754
S07,Post,-5.500000,0.279665
S07,Post,-5.000000,-0.000000
S07,Post,-4.500000,-0.279665
S07,Post,-4.000000,-0.516754
S07,Post,-3.500000,-0.675171
S07,Post,-3.000000,-0.730800
S07,Post,-2.500000,-0.675171
S07,Post,-2.000000,-0.516754
S07,Post,-1.500000,-0.279665
S07,Post,-1.000000,0.000000
S07,Post,-0.500000,0.279665
S07,Post,0.000000,0.516754
S07,Post,0.500000,0.675171
S07,Post,1.000000,0.730800
S07,Post,1.500000,0.675171
S07,Post,2.000000,0.516754
S07,Post,2.500000,0.279665
S07,Post,3.000000,0.000000
S07,Post,3.500000,-0.279665
S07,Post,4.000000,-0.516754
S07,Post,4.500000,-0.675171
S07,Post,5.000000,-0.730800
S07,Post,5.500000,-0.675171
S07,Post,6.000000,-0.516754
S07,Post,6.500000,-0.279665
S07,Post,7.000000,-0.000000
S07,Post,7.500000,0.279665
S07,Post,8.000000,0.516754
S07,Post,8.500000,0.675171
S07,Post,9.000000,0.730800
S07,Post,9.500000,0.675171
S07,Post,10.000000,0.516754
S08,Post,-10.000000,-0.516754
S08,Post,-9.500000,-0.279665
S08,Post,-9.000000,0.000000
S08,Post,-8.500000,0.279665
S08,Post,-8.000000,0.516754
S08,Post,-7.500000,0.675171
S08,Post,-7.000000,0.730800
S08,Post,-6.500000,0.675171
S08,Post,-6.000000,0.516754
S08,Post,-5.500000,0.279665
S08,Post,-5.000000,-0.000000
S08,Post,-4.500000,-0.279665
S08,Post,-4.000000,-0.516754
S08,Post,-3.500000,-0.675171
S08,Post,-3.000000,-0.730800
S08,Post,-2.500000,-0.675171
S08,Post,-2.000000,-0.516754
S08,Post,-1.500000,-0.279665
S08,Post,-1.000000,0.000000
S08,Post,-0.500000,0.279665
S08,Post,0.000000,0.516754
S08,Post,0.500000,0.675171
S08,Post,1.000000,0.730800
S08,Post,1.500000,0.675171
S08,Post,2.000000,0.516754
S08,Post,2.500000,0.279665
S08,Post,3.000000,0.000000
S08,Post,3.500000,-0.279665
S08,Post,4.000000,-0.516754
S08,Post,4.500000,-0.675171
S08,Post,5.000000,-0.730800
S08,Post,5.500000,-0.675171
S08,Post,6.000000,-0.516754
S08,Post,6.500000,-0.279665
S08,Post,7.000000,-0.000000
S08,Post,7.500000,0.279665
S08,Post,8.000000,0.516754
S08,Post,8.500000,0.675171
S08,Post,9.000000,0.730800
S08,Post,9.500000,0.675171
S08,Post,10.000000,0.516754
S09,Post,-10.000000,-0.516754
S09,Post,-9.500000,-0.279665
S09,Post,-9.000000,0.000000
S09,Post,-8.500000,0.279665
S09,Post,-8.000000,0.516754
S09,Post,-7.500000,0.675171
S09,Post,-7.000000,0.730800
S09,Post,-6.500000,0.675171
S09,Post,-6.000000,0.516754
S09,Post,-5.500000,0.279665
S09,Post,-5.000000,-0.000000
S09,Post,-4.500000,-0.279665
S09,Post,-4.000000,-0.516754
S09,Post,-3.500000,-0.675171
S09,Post,-3.000000,-0.730800
S09,Post,-2.500000,-0.675171
S09,Post,-2.000000,-0.516754
S09,Post,-1.500000,-0.279665
S09,Post,-1.000000,0.000000
S09,Post,-0.500000,0.279665
S09,Post,0.000000,0.516754
S09,Post,0.500000,0.675171
S09,Post,1.000000,0.730800
S09,Post,1.500000,0.675171
S09,Post,2.000000,0.516754
S09,Post,2.500000,0.279665
S09,Post,3.000000,0.000000
S09,Post,3.500000,-0.279665
S09,Post,4.000000,-0.516754
S09,Post,4.500000,-0.675171
S09,Post,5.000000,-0.730800
S09,Post,5.500000,-0.675171
S09,Post,6.000000,-0.516754
S09,Post,6.500000,-0.279665
S09,Post,7.000000,-0.000000
S09,Post,7.500000,0.279665
S09,Post,8.000000,0.516754
S09,Post,8.500000,0.675171
S09,Post,9.000000,0.730800
S09,Post,9.500000,0.675171
S09,Post,10.000000,0.516754
S10,Post,-10.000000,-0.516754
S10,Post,-9.500000,-0.279665
S10,Post,-9.000000,0.000000
S10,Post,-8.500000,0.279665
S10,Post,-8.000000,0.516754
S10,Post,-7.500000,0.675171
S10,Post,-7.000000,0.730800
S10,Post,-6.500000,0.675171
S10,Post,-6.000000,0.516754
S10,Post,-5.500000,0.279665
S10,Post,-5.000000,-0.000000
S10,Post,-4.500000,-0.279665
S10,Post,-4.000000,-0.516754
S10,Post,-3.500000,-0.675171
S10,Post,-3.000000,-0.730800
S10,Post,-2.500000,-0.675171
S10,Post,-2.000000,-0.516754
S10,Post,-1.500000,-0.279665
S10,Post,-1.000000,0.000000
S10,Post,-0.500000,0.279665
S10,Post,0.000000,0.516754
S10,Post,0.500000,0.675171
S10,Post,1.000000,0.730800
S10,Post,1.500000,0.675171
S10,Post,2.000000,0.516754
S10,Post,2.500000,0.279665
S10,Post,3.000000,0.000000
S10,Post,3.500000,-0.279665
S10,Post,4.000000,-0.516754
S10,Post,4.500000,-0.675171
S10,Post,5.000000,-0.730800
S10,Post,5.500000,-0.675171
S10,Post,6.000000,-0.516754
S10,Post,6.500000,-0.279665
S10,Post,7.000000,-0.000000
S10,Post,7.500000,0.279665
S10,Post,8.000000,0.516754
S10,Post,8.500000,0.675171
S10,Post,9.000000,0.730800
S10,Post,9.500000,0.675171
S10,Post,10.000000,0.516754
S11,Post,-10.000000,-0.516754
S11,Post,-9.500000,-0.279665
S11,Post,-9.000000,0.000000
S11,Post,-8.500000,0.279665
S11,Post,-8.000000,0.516754
S11,Post,-7.500000,0.675171
S11,Post,-7.000000,0.730800
S11,Post,-6.500000,0.675171
S11,Post,-6.000000,0.516754
S11,Post,-5.500000,0.279665
S11,Post,-5.000000,-0.000000
S11,Post,-4.500000,-0.279665
S11,Post,-4.000000,-0.516754
S11,Post,-3.500000,-0.675171
S11,Post,-3.000000,-0.730800
S11,Post,-2.500000,-0.675171
S11,Post,-2.000000,-0.516754
S11,Post,-1.500000,-0.279665
S11,Post,-1.000000,0.000000
S11,Post,-0.500000,0.279665
S11,Post,0.000000,0.516754
S11,Post,0.500000,0.675171
S11,Post,1.000000,0.730800
S11,Post,1.500000,0.675171
S11,Post,2.000000,0.516754
S11,Post,2.500000,0.279665
S11,Post,3.000000,0.000000
S11,Post,3.500000,-0.279665
S11,Post,4.000000,-0.516754
S11,Post,4.500000,-0.675171
S11,Post,5.000000,-0.730800
S11,Post,5.500000,-0.675171
S11,Post,6.000000,-0.516754
S11,Post,6.500000,-0.279665
S11,Post,7.000000,-0.000000
S11,Post,7.500000,0.279665
S11,Post,8.000000,0.516754
S11,Post,8.500000,0.675171
S11,Post,9.000000,0.730800
S11,Post,9.500000,0.675171
S11,Post,10.000000,0.516754
S12,Post,-10.000000,-0.516754
S12,Post,-9.500000,-0.279665
S12,Post,-9.000000,0.000000
S12,Post,-8.500000,0.279665
S12,Post,-8.000000,0.516754
S12,Post,-7.500000,0.675171
S12,Post,-7.000000,0.730800
S12,Post,-6.500000,0.675171
S12,Post,-6.000000,0.516754
S12,Post,-5.500000,0.279665
S12,Post,-5.000000,-0.000000
S12,Post,-4.500000,-0.279665
S12,Post,-4.000000,-0.516754
S12,Post,-3.500000,-0.675171
S12,Post,-3.000000,-0.730800
S12,Post,-2.500000,-0.675171
S12,Post,-2.000000,-0.516754
S12,Post,-1.500000,-0.279665
S12,Post,-1.000000,0.000000
S12,Post,-0.500000,0.279665
S12,Post,0.000000,0.516754
S12,Post,0.500000,0.675171
S12,Post,1.000000,0.730800
S12,Post,1.500000,0.675171
S12,Post,2.000000,0.516754
S12,Post,2.500000,0.279665
S12,Post,3.000000,0.000000
S12,Post,3.500000,-0.279665
S12,Post,4.000000,-0.516754
S12,Post,4.500000,-0.675171
S12,Post,5.000000,-0.730800
S12,Post,5.500000,-0.675171
S12,Post,6.000000,-0.516754
S12,Post,6.500000,-0.279665
S12,Post,7.000000,-0.000000
S12,Post,7.500000,0.279665
S12,Post,8.000000,0.516754
S12,Post,8.500000,0.675171
S12,Post,9.000000,0.730800
S12,Post,9.500000,0.675171
S12,Post,10.000000,0.516754
S13,Post,-10.000000,-0.516754
S13,Post,-9.500000,-0.279665
S13,Post,-9.000000,0.000000
S13,Post,-8.500000,0.279665
S13,Post,-8.000000,0.516754
S13,Post,-7.500000,0.675171
S13,Post,-7.000000,0.730800
S13,Post,-6.500000,0.675171
S13,Post,-6.000000,0.516754
S13,Post,-5.500000,0.279665
S13,Post,-5.000000,-0.000000
S13,Post,-4.500000,-0.279665
S13,Post,-4.000000,-0.516754
S13,Post,-3.500000,-0.675171
S13,Post,-3.000000,-0.730800
S13,Post,-2.500000,-0.675171
S13,Post,-2.000000,-0.516754
S13,Post,-1.500000,-0.279665
S13,Post,-1.000000,0.000000
S13,Post,-0.500000,0.279665
S13,Post,0.000000,0.516754
S13,Post,0.500000,0.675171
S13,Post,1.000000,0.730800
S13,Post,1.500000,0.675171
S13,Post,2.000000,0.516754
S13,Post,2.500000,0.279665
S13,Post,3.000000,0.000000
S13,Post,3.500000,-0.279665
S13,Post,4.000000,-0.516754
S13,Post,4.500000,-0.675171
S13,Post,5.000000,-0.730800
S13,Post,5.500000,-0.675171
S13,Post,6.000000,-0.516754
S13,Post,6.500000,-0.279665
S13,Post,7.000000,-0.000000
S13,Post,7.500000,0.279665
S13,Post,8.000000,0.516754
S13,Post,8.500000,0.675171
S13,Post,9.000000,0.730800
S13,Post,9.500000,0.675171
S13,Post,10.000000,0.516754
S14,Post,-10.000000,-0.516754
S14,Post,-9.500000,-0.279665
S14,Post,-9.000000,0.000000
S14,Post,-8.500000,0.279665
S14,Post,-8.000000,0.516754
S14,Post,-7.500000,0.675171
S14,Post,-7.000000,0.730800
S14,Post,-6.500000,0.675171
S14,Post,-6.000000,0.516754
S14,Post,-5.500000,0.279665
S14,Post,-5.000000,-0.000000
S14,Post,-4.500000,-0.279665
S14,Post,-4.000000,-0.516754
S14,Post,-3.500000,-0.675171
S14,Post,-3.000000,-0.730800
S14,Post,-2.500000,-0.675171
S14,Post,-2.000000,-0.516754
S14,Post,-1.500000,-0.279665
S14,Post,-1.000000,0.000000
S14,Post,-0.500000,0.279665
S14,Post,0.000000,0.516754
S14,Post,0.500000,0.675171
S14,Post,1.000000,0.730800
S14,Post,1.500000,0.675171
S14,Post,2.000000,0.516754
S14,Post,2.500000,0.279665
S14,Post,3.000000,0.000000
S14,Post,3.500000,-0.279665
S14,Post,4.000000,-0.516754
S14,Post,4.500000,-0.675171
S14,Post,5.000000,-0.730800
S14,Post,5.500000,-0.675171
S14,Post,6.000000,-0.516754
S14,Post,6.500000,-0.279665
S14,Post,7.000000,-0.000000
S14,Post,7.500000,0.279665
S14,Post,8.000000,0.516754
S14,Post,8.500000,0.675171
S14,Post,9.000000,0.730800
S14,Post,9.500000,0.675171
S14,Post,10.000000,0.516754
S15,Post,-10.000000,-0.516754
S15,Post,-9.500000,-0.279665
S15,Post,-9.000000,0.000000
S15,Post,-8.500000,0.279665
S15,Post,-8.000000,0.516754
S15,Post,-7.500000,0.675171
S15,Post,-7.000000,0.730800
S15,Post,-6.500000,0.675171
S15,Post,-6.000000,0.516754
S15,Post,-5.500000,0.279665
S15,Post,-5.000000,-0.000000
S15,Post,-4.500000,-0.279665
S15,Post,-4.000000,-0.516754
S15,Post,-3.500000,-0.675171
S15,Post,-3.000000,-0.730800
S15,Post,-2.500000,-0.675171
S15,Post,-2.000000,-0.516754
S15,Post,-1.500000,-0.279665
S15,Post,-1.000000,0.000000
S15,Post,-0.500000,0.279665
S15,Post,0.000000,0.516754
S15,Post,0.500000,0.675171
S15,Post,1.000000,0.730800
S15,Post,1.500000,0.675171
S15,Post,2.000000,0.516754
S15,Post,2.500000,0.279665
S15,Post,3.000000,0.000000
S15,Post,3.500000,-0.279665
S15,Post,4.000000,-0.516754
S15,Post,4.500000,-0.675171
S15,Post,5.000000,-0.730800
S15,Post,5.500000,-0.675171
S15,Post,6.000000,-0.516754
S15,Post,6.500000,-0.279665
S15,Post,7.000000,-0.000000
S15,Post,7.500000,0.279665
S15,Post,8.000000,0.516754
S15,Post,8.500000,0.675171
S15,Post,9.000000,0.730800
S15,Post,9.500000,0.675171
S15,Post,10.000000,0.516754
S16,Post,-10.000000,-0.516754
S16,Post,-9.500000,-0.279665
S16,Post,-9.000000,0.000000
S16,Post,-8.500000,0.279665
S16,Post,-8.000000,0.516754
S16,Post,-7.500000,0.675171
S16,Post,-7.000000,0.730800
S16,Post,-6.500000,0.675171
S16,Post,-6.000000,0.516754
S16,Post,-5.500000,0.279665
S16,Post,-5.000000,-0.000000
S16,Post,-4.500000,-0.279665
S16,Post,-4.000000,-0.516754
S16,Post,-3.500000,-0.675171
S16,Post,-3.000000,-0.730800
S16,Post,-2.500000,-0.675171
S16,Post,-2.000000,-0.516754
S16,Post,-1.500000,-0.279665
S16,Post,-1.000000,0.000000
S16,Post,-0.500000,0.279665
S16,Post,0.000000,0.516754
S16,Post,0.500000,0.675171
S16,Post,1.000000,0.730800
S16,Post,1.500000,0.675171
S16,Post,2.000000,0.516754
S16,Post,2.500000,0.279665
S16,Post,3.000000,0.000000
S16,Post,3.500000,-0.279665
S16,Post,4.000000,-0.516754
S16,Post,4.500000,-0.675171
S16,Post,5.000000,-0.730800
S16,Post,5.500000,-0.675171
S16,Post,6.000000,-0.516754
S16,Post,6.500000,-0.279665
S16,Post,7.000000,-0.000000
S16,Post,7.500000,0.279665
S16,Post,8.000000,0.516754
S16,Post,8.500000,0.675171
S16,Post,9.000000,0.730800
S16,Post,9.500000,0.675171
S16,Post,10.000000,0.516754
S17,Post,-10.000000,-0.516754
S17,Post,-9.500000,-0.279665
S17,Post,-9.000000,0.000000
S17,Post,-8.500000,0.279665
S17,Post,-8.000000,0.516754
S17,Post,-7.500000,0.675171
S17,Post,-7.000000,0.730800
S17,Post,-6.500000,0.675171
S17,Post,-6.000000,0.516754
S17,Post,-5.500000,0.279665
S17,Post,-5.000000,-0.000000
S17,Post,-4.500000,-0.279665
S17,Post,-4.000000,-0.516754
S17,Post,-3.500000,-0.675171
S17,Post,-3.000000,-0.730800
S17,Post,-2.500000,-0.675171
S17,Post,-2.000000,-0.516754
S17,Post,-1.500000,-0.279665
S17,Post,-1.000000,0.000000
S17,Post,-0.500000,0.279665
S17,Post,0.000000,0.516754
S17,Post,0.500000,0.675171
S17,Post,1.000000,0.730800
S17,Post,1.500000,0.675171
S17,Post,2.000000,0.516754
S17,Post,2.500000,0.279665
S17,Post,3.000000,0.000000
S17,Post,3.500000,-0.279665
S17,Post,4.000000,-0.516754
S17,Post,4.500000,-0.675171
S17,Post,5.000000,-0.730800
S17,Post,5.500000,-0.675171
S17,Post,6.000000,-0.516754
S17,Post,6.500000,-0.279665
S17,Post,7.000000,-0.000000
S17,Post,7.500000,0.279665
S17,Post,8.000000,0.516754
S17,Post,8.500000,0.675171
S17,Post,9.000000,0.730800
S17,Post,9.500000,0.675171
S17,Post,10.000000,0.516754
S18,Post,-10.000000,-0.516754
S18,Post,-9.500000,-0.279665
S18,Post,-9.000000,0.000000
S18,Post,-8.500000,0.279665
S18,Post,-8.000000,0.516754
S18,Post,-7.500000,0.675171
S18,Post,-7.000000,0.730800
S18,Post,-6.500000,0.675171
S18,Post,-6.000000,0.516754
S18,Post,-5.500000,0.279665
S18,Post,-5.000000,-0.000000
S18,Post,-4.500000,-0.279665
S18,Post,-4.000000,-0.516754
S18,Post,-3.500000,-0.675171
S18,Post,-3.000000,-0.730800
S18,Post,-2.500000,-0.675171
S18,Post,-2.000000,-0.516754
S18,Post,-1.500000,-0.279665
S18,Post,-1.000000,0.000000
S18,Post,-0.500000,0.279665
S18,Post,0.000000,0.516754
S18,Post,0.500000,0.675171
S18,Post,1.000000,0.730800
S18,Post,1.500000,0.675171
S18,Post,2.000000,0.516754
S18,Post,2.500000,0.279665
S18,Post,3.000000,0.000000
S18,Post,3.500000,-0.279665
S18,Post,4.000000,-0.516754
S18,Post,4.500000,-0.675171
S18,Post,5.000000,-0.730800
S18,Post,5.500000,-0.675171
S18,Post,6.000000,-0.516754
S18,Post,6.500000,-0.279665
S18,Post,7.000000,-0.000000
S18,Post,7.500000,0.279665
S18,Post,8.000000,0.516754
S18,Post,8.500000,0.675171
S18,Post,9.000000,0.730800
S18,Post,9.500000,0.675171
S18,Post,10.000000,0.516754
