subject_id,phase,lag_s,correlation
S03,Post,-7.500000,0.771624
S03,Post,-7.000000,0.835200
S03,Post,-6.500000,0.771624
S03,Post,-6.000000,0.590576
S03,Post,-5.500000,0.319617
S03,Post,-5.000000,-0.000000
S03,Post,-4.500000,-0.319617
S03,Post,-4.000000,-0.590576
S03,Post,-3.500000,-0.771624
S03,Post,-3.000000,-0.835200
S03,Post,-2.500000,-0.771624
S03,Post,-2.000000,-0.590576
S03,Post,-1.500000,-0.319617
S03,Post,-1.000000,0.000000
S03,Post,-0.500000,0.319617
S03,Post,0.000000,0.590576
S03,Post,0.500000,0.771624
S03,Post,1.000000,0.835200
S03,Post,1.500000,0.771624
S03,Post,2.000000,0.590576
S03,Post,2.500000,0.319617
S03,Post,3.000000,0.000000
S03,Post,3.500000,-0.319617
S03,Post,4.000000,-0.590576
S03,Post,4.500000,-0.771624
S03,Post,5.000000,-0.835200
S03,Post,5.500000,-0.771624
S03,Post,6.000000,-0.590576
S03,Post,6.500000,-0.319617
S03,Post,7.000000,-0.000000
S03,Post,7.500000,0.319617
S03,Post,8.000000,0.590576
S03,Post,8.500000,0.771624
S03,Post,9.000000,0.835200
S03,Post,9.500000,0.771624
S03,Post,10.000000,0.590576
S04,Post,-10.000000,-0.590576
S04,Post,-9.500000,-0.319617
S04,Post,-9.000000,0.000000
S04,Post,-8.500000,0.319617
S04,Post,-8.000000,0.590576
S04,Post,-7.500000,0.771624
S04,Post,-7.000000,0.835200
S04,Post,-6.500000,0.771624
S04,Post,-6.000000,0.590576
S04,Post,-5.500000,0.319617
S04,Post,-5.000000,-0.000000
S04,Post,-4.500000,-0.319617
S04,Post,-4.000000,-0.590576
S04,Post,-3.500000,-0.771624
S04,Post,-3.000000,-0.835200
S04,Post,-2.500000,-0.771624
S04,Post,-2.000000,-0.590576
S04,Post,-1.500000,-0.319617
S04,Post,-1.000000,0.000000
S04,Post,-0.500000,0.319617
S04,Post,0.000000,0.590576
S04,Post,0.500000,0.771624
S04,Post,1.000000,0.835200
S04,Post,1.500000,0.771624
S04,Post,2.000000,0.590576
S04,Post,2.500000,0.319617
S04,Post,3.000000,0.000000
S04,Post,3.500000,-0.319617
S04,Post,4.000000,-0.590576
S04,Post,4.500000,-0.771624
S04,Post,5.000000,-0.835200
S04,Post,5.500000,-0.771624
S04,Post,6.000000,-0.590576
S04,Post,6.500000,-0.319617
S04,Post,7.000000,-0.000000
S04,Post,7.500000,0.319617
S04,Post,8.000000,0.590576
S04,Post,8.500000,0.771624
S04,Post,9.000000,0.835200
S04,Post,9.500000,0.771624
S04,Post,10.000000,0.590576
S05,Post,-10.000000,-0.590576
S05,Post,-9.500000,-0.319617
S05,Post,-9.000000,0.000000
S05,Post,-8.500000,0.319617
S05,Post,-8.000000,0.590576
S05,Post,-7.500000,0.771624
S05,Post,-7.000000,0.835200
S05,Post,-6.500000,0.771624
S05,Post,-6.000000,0.590576
S05,Post,-5.500000,0.319617
S05,Post,-5.000000,-0.000000
S05,Post,-4.500000,-0.319617
S05,Post,-4.000000,-0.590576
S05,Post,-3.500000,-0.771624
S05,Post,-3.000000,-0.835200
S05,Post,-2.500000,-0.771624
S05,Post,-2.000000,-0.590576
S05,Post,-1.500000,-0.319617
S05,Post,-1.000000,0.000000
S05,Post,-0.500000,0.319617
S05,Post,0.000000,0.590576
S05,Post,0.500000,0.771624
S05,Post,1.000000,0.835200
S05,Post,1.500000,0.771624
S05,Post,2.000000,0.590576
S05,Post,2.500000,0.319617
S05,Post,3.000000,0.000000
S05,Post,3.500000,-0.319617
S05,Post,4.000000,-0.590576
S05,Post,4.500000,-0.771624
S05,Post,5.000000,-0.835200
S05,Post,5.500000,-0.771624
S05,Post,6.000000,-0.590576
S05,Post,6.500000,-0.319617
S05,Post,7.000000,-0.000000
S05,Post,7.500000,0.319617
S05,Post,8.000000,0.590576
S05,Post,8.500000,0.771624
S05,Post,9.000000,0.835200
S05,Post,9.500000,0.771624
S05,Post,10.000000,0.590576
S06,Post,-10.000000,-0.590576
S06,Post,-9.500000,-0.319617
S06,Post,-9.000000,0.000000
S06,Post,-8.500000,0.319617
S06,Post,-8.000000,0.590576
S06,Post,-7.500000,0.771624
S06,Post,-7.000000,0.835200
S06,Post,-6.500000,0.771624
S06,Post,-6.000000,0.590576
S06,Post,-5.500000,0.319617
S06,Post,-5.000000,-0.000000
S06,Post,-4.500000,-0.319617
S06,Post,-4.000000,-0.590576
S06,Post,-3.500000,-0.771624
S06,Post,-3.000000,-0.835200
S06,Post,-2.500000,-0.771624
S06,Post,-2.000000,-0.590576
S06,Post,-1.500000,-0.319617
S06,Post,-1.000000,0.000000
S06,Post,-0.500000,0.319617
S06,Post,0.000000,0.590576
S06,Post,0.500000,0.771624
S06,Post,1.000000,0.835200
S06,Post,1.500000,0.771624
S06,Post,2.000000,0.590576
S06,Post,2.500000,0.319617
S06,Post,3.000000,0.000000
S06,Post,3.500000,-0.319617
S06,Post,4.000000,-0.590576
S06,Post,4.500000,-0.771624
S06,Post,5.000000,-0.835200
S06,Post,5.500000,-0.771624
S06,Post,6.000000,-0.590576
S06,Post,6.500000,-0.319617
S06,Post,7.000000,-0.000000
S06,Post,7.500000,0.319617
S06,Post,8.000000,0.590576
S06,Post,8.500000,0.771624
S06,Post,9.000000,0.835200
S06,Post,9.500000,0.771624
S06,Post,10.000000,0.590576
S07,Post,-10.000000,-0.590576
S07,Post,-9.500000,-0.319617
S07,Post,-9.000000,0.000000
S07,Post,-8.500000,0.319617
S07,Post,-8.000000,0.590576
S07,Post,-7.500000,0.771624
S07,Post,-7.000000,0.835200
S07,Post,-6.500000,0.771624
S07,Post,-6.000000,0.590576
S07,Post,-5.500000,0.319617
S07,Post,-5.000000,-0.000000
S07,Post,-4.500000,-0.319617
S07,Post,-4.000000,-0.590576
S07,Post,-3.500000,-0.771624
S07,Post,-3.000000,-0.835200
S07,Post,-2.500000,-0.771624
S07,Post,-2.000000,-0.590576
S07,Post,-1.500000,-0.319617
S07,Post,-1.000000,0.000000
S07,Post,-0.500000,0.319617
S07,Post,0.000000,0.590576
S07,Post,0.500000,0.771624
S07,Post,1.000000,0.835200
S07,Post,1.500000,0.771624
S07,Post,2.000000,0.590576
S07,Post,2.500000,0.319617
S07,Post,3.000000,0.000000
S07,Post,3.500000,-0.319617
S07,Post,4.000000,-0.590576
S07,Post,4.500000,-0.771624
S07,Post,5.000000,-0.835200
S07,Post,5.500000,-0.771624
S07,Post,6.000000,-0.590576
S07,Post,6.500000,-0.319617
S07,Post,7.000000,-0.000000
S07,Post,7.500000,0.319617
S07,Post,8.000000,0.590576
S07,Post,8.500000,0.771624
S07,Post,9.000000,0.835200
S07,Post,9.500000,0.771624
S07,Post,10.000000,0.590576
S08,Post,-10.000000,-0.590576
S08,Post,-9.500000,-0.319617
S08,Post,-9.000000,0.000000
S08,Post,-8.500000,0.319617
S08,Post,-8.000000,0.590576
S08,Post,-7.500000,0.771624
S08,Post,-7.000000,0.835200
S08,Post,-6.500000,0.771624
S08,Post,-6.000000,0.590576
S08,Post,-5.500000,0.319617
S08,Post,-5.000000,-0.000000
S08,Post,-4.500000,-0.319617
S08,Post,-4.000000,-0.590576
S08,Post,-3.500000,-0.771624
S08,Post,-3.000000,-0.835200
S08,Post,-2.500000,-0.771624
S08,Post,-2.000000,-0.590576
S08,Post,-1.500000,-0.319617
S08,Post,-1.000000,0.000000
S08,Post,-0.500000,0.319617
S08,Post,0.000000,0.590576
S08,Post,0.500000,0.771624
S08,Post,1.000000,0.835200
S08,Post,1.500000,0.771624
S08,Post,2.000000,0.590576
S08,Post,2.500000,0.319617
S08,Post,3.000000,0.000000
S08,Post,3.500000,-0.319617
S08,Post,4.000000,-0.590576
S08,Post,4.500000,-0.771624
S08,Post,5.000000,-0.835200
S08,Post,5.500000,-0.771624
S08,Post,6.000000,-0.590576
S08,Post,6.500000,-0.319617
S08,Post,7.000000,-0.000000
S08,Post,7.500000,0.319617
S08,Post,8.000000,0.590576
S08,Post,8.500000,0.771624
S08,Post,9.000000,0.835200
S08,Post,9.500000,0.771624
S08,Post,10.000000,0.590576
S09,Post,-10.000000,-0.590576
S09,Post,-9.500000,-0.319617
S09,Post,-9.000000,0.000000
S09,Post,-8.500000,0.319617
S09,Post,-8.000000,0.590576
S09,Post,-7.500000,0.771624
S09,Post,-7.000000,0.835200
S09,Post,-6.500000,0.771624
S09,Post,-6.000000,0.590576
S09,Post,-5.500000,0.319617
S09,Post,-5.000000,-0.000000
S09,Post,-4.500000,-0.319617
S09,Post,-4.000000,-0.590576
S09,Post,-3.500000,-0.771624
S09,Post,-3.000000,-0.835200
S09,Post,-2.500000,-0.771624
S09,Post,-2.000000,-0.590576
S09,Post,-1.500000,-0.319617
S09,Post,-1.000000,0.000000
S09,Post,-0.500000,0.319617
S09,Post,0.000000,0.590576
S09,Post,0.500000,0.771624
S09,Post,1.000000,0.835200
S09,Post,1.500000,0.771624
S09,Post,2.000000,0.590576
S09,Post,2.500000,0.319617
S09,Post,3.000000,0.000000
S09,Post,3.500000,-0.319617
S09,Post,4.000000,-0.590576
S09,Post,4.500000,-0.771624
S09,Post,5.000000,-0.835200
S09,Post,5.500000,-0.771624
S09,Post,6.000000,-0.590576
S09,Post,6.500000,-0.319617
S09,Post,7.000000,-0.000000
S09,Post,7.500000,0.319617
S09,Post,8.000000,0.590576
S09,Post,8.500000,0.771624
S09,Post,9.000000,0.835200
S09,Post,9.500000,0.771624
S09,Post,10.000000,0.590576
S10,Post,-10.000000,-0.590576
S10,Post,-9.500000,-0.319617
S10,Post,-9.000000,0.000000
S10,Post,-8.500000,0.319617
S10,Post,-8.000000,0.590576
S10,Post,-7.500000,0.771624
S10,Post,-7.000000,0.835200
S10,Post,-6.500000,0.771624
S10,Post,-6.000000,0.590576
S10,Post,-5.500000,0.319617
S10,Post,-5.000000,-0.000000
S10,Post,-4.500000,-0.319617
S10,Post,-4.000000,-0.590576
S10,Post,-3.500000,-0.771624
S10,Post,-3.000000,-0.835200
S10,Post,-2.500000,-0.771624
S10,Post,-2.000000,-0.590576
S10,Post,-1.500000,-0.319617
S10,Post,-1.000000,0.000000
S10,Post,-0.500000,0.319617
S10,Post,0.000000,0.590576
S10,Post,0.500000,0.771624
S10,Post,1.000000,0.835200
S10,Post,1.500000,0.771624
S10,Post,2.000000,0.590576
S10,Post,2.500000,0.319617
S10,Post,3.000000,0.000000
S10,Post,3.500000,-0.319617
S10,Post,4.000000,-0.590576
S10,Post,4.500000,-0.771624
S10,Post,5.000000,-0.835200
S10,Post,5.500000,-0.771624
S10,Post,6.000000,-0.590576
S10,Post,6.500000,-0.319617
S10,Post,7.000000,-0.000000
S10,Post,7.500000,0.319617
S10,Post,8.000000,0.590576
S10,Post,8.500000,0.771624
S10,Post,9.000000,0.835200
S10,Post,9.500000,0.771624
S10,Post,10.000000,0.590576
S11,Post,-10.000000,-0.590576
S11,Post,-9.500000,-0.319617
S11,Post,-9.000000,0.000000
S11,Post,-8.500000,0.319617
S11,Post,-8.000000,0.590576
S11,Post,-7.500000,0.771624
S11,Post,-7.000000,0.835200
S11,Post,-6.500000,0.771624
S11,Post,-6.000000,0.590576
S11,Post,-5.500000,0.319617
S11,Post,-5.000000,-0.000000
S11,Post,-4.500000,-0.319617
S11,Post,-4.000000,-0.590576
S11,Post,-3.500000,-0.771624
S11,Post,-3.000000,-0.835200
S11,Post,-2.500000,-0.771624
S11,Post,-2.000000,-0.590576
S11,Post,-1.500000,-0.319617
S11,Post,-1.000000,0.000000
S11,Post,-0.500000,0.319617
S11,Post,0.000000,0.590576
S11,Post,0.500000,0.771624
S11,Post,1.000000,0.835200
S11,Post,1.500000,0.771624
S11,Post,2.000000,0.590576
S11,Post,2.500000,0.319617
S11,Post,3.000000,0.000000
S11,Post,3.500000,-0.319617
S11,Post,4.000000,-0.590576
S11,Post,4.500000,-0.771624
S11,Post,5.000000,-0.835200
S11,Post,5.500000,-0.771624
S11,Post,6.000000,-0.590576
S11,Post,6.500000,-0.319617
S11,Post,7.000000,-0.000000
S11,Post,7.500000,0.319617
S11,Post,8.000000,0.590576
S11,Post,8.500000,0.771624
S11,Post,9.000000,0.835200
S11,Post,9.500000,0.771624
S11,Post,10.000000,0.590576
S12,Post,-10.000000,-0.590576
S12,Post,-9.500000,-0.319617
S12,Post,-9.000000,0.000000
S12,Post,-8.500000,0.319617
S12,Post,-8.000000,0.590576
S12,Post,-7.500000,0.771624
S12,Post,-7.000000,0.835200
S12,Post,-6.500000,0.771624
S12,Post,-6.000000,0.590576
S12,Post,-5.500000,0.319617
S12,Post,-5.000000,-0.000000
S12,Post,-4.500000,-0.319617
S12,Post,-4.000000,-0.590576
S12,Post,-3.500000,-0.771624
S12,Post,-3.000000,-0.835200
S12,Post,-2.500000,-0.771624
S12,Post,-2.000000,-0.590576
S12,Post,-1.500000,-0.319617
S12,Post,-1.000000,0.000000
S12,Post,-0.500000,0.319617
S12,Post,0.000000,0.590576
S12,Post,0.500000,0.771624
S12,Post,1.000000,0.835200
S12,Post,1.500000,0.771624
S12,Post,2.000000,0.590576
S12,Post,2.500000,0.319617
S12,Post,3.000000,0.000000
S12,Post,3.500000,-0.319617
S12,Post,4.000000,-0.590576
S12,Post,4.500000,-0.771624
S12,Post,5.000000,-0.835200
S12,Post,5.500000,-0.771624
S12,Post,6.000000,-0.590576
S12,Post,6.500000,-0.319617
S12,Post,7.000000,-0.000000
S12,Post,7.500000,0.319617
S12,Post,8.000000,0.590576
S12,Post,8.500000,0.771624
S12,Post,9.000000,0.835200
S12,Post,9.500000,0.771624
S12,Post,10.000000,0.590576
S13,Post,-10.000000,-0.590576
S13,Post,-9.500000,-0.319617
S13,Post,-9.000000,0.000000
S13,Post,-8.500000,0.319617
S13,Post,-8.000000,0.590576
S13,Post,-7.500000,0.771624
S13,Post,-7.000000,0.835200
S13,Post,-6.500000,0.771624
S13,Post,-6.000000,0.590576
S13,Post,-5.500000,0.319617
S13,Post,-5.000000,-0.000000
S13,Post,-4.500000,-0.319617
S13,Post,-4.000000,-0.590576
S13,Post,-3.500000,-0.771624
S13,Post,-3.000000,-0.835200
S13,Post,-2.500000,-0.771624
S13,Post,-2.000000,-0.590576
S13,Post,-1.500000,-0.319617
S13,Post,-1.000000,0.000000
S13,Post,-0.500000,0.319617
S13,Post,0.000000,0.590576
S13,Post,0.500000,0.771624
S13,Post,1.000000,0.835200
S13,Post,1.500000,0.771624
S13,Post,2.000000,0.590576
S13,Post,2.500000,0.319617
S13,Post,3.000000,0.000000
S13,Post,3.500000,-0.319617
S13,Post,4.000000,-0.590576
S13,Post,4.500000,-0.771624
S13,Post,5.000000,-0.835200
S13,Post,5.500000,-0.771624
S13,Post,6.000000,-0.590576
S13,Post,6.500000,-0.319617
S13,Post,7.000000,-0.000000
S13,Post,7.500000,0.319617
S13,Post,8.000000,0.590576
S13,Post,8.500000,0.771624
S13,Post,9.000000,0.835200
S13,Post,9.500000,0.771624
S13,Post,10.000000,0.590576
S14,Post,-10.000000,-0.590576
S14,Post,-9.500000,-0.319617
S14,Post,-9.000000,0.000000
S14,Post,-8.500000,0.319617
S14,Post,-8.000000,0.590576
S14,Post,-7.500000,0.771624
S14,Post,-7.000000,0.835200
S14,Post,-6.500000,0.771624
S14,Post,-6.000000,0.590576
S14,Post,-5.500000,0.319617
S14,Post,-5.000000,-0.000000
S14,Post,-4.500000,-0.319617
S14,Post,-4.000000,-0.590576
S14,Post,-3.500000,-0.771624
S14,Post,-3.000000,-0.835200
S14,Post,-2.500000,-0.771624
S14,Post,-2.000000,-0.590576
S14,Post,-1.500000,-0.319617
S14,Post,-1.000000,0.000000
S14,Post,-0.500000,0.319617
S14,Post,0.000000,0.590576
S14,Post,0.500000,0.771624
S14,Post,1.000000,0.835200
S14,Post,1.500000,0.771624
S14,Post,2.000000,0.590576
S14,Post,2.500000,0.319617
S14,Post,3.000000,0.000000
S14,Post,3.500000,-0.319617
S14,Post,4.000000,-0.590576
S14,Post,4.500000,-0.771624
S14,Post,5.000000,-0.835200
S14,Post,5.500000,-0.771624
S14,Post,6.000000,-0.590576
S14,Post,6.500000,-0.319617
S14,Post,7.000000,-0.000000
S14,Post,7.500000,0.319617
S14,Post,8.000000,0.590576
S14,Post,8.500000,0.771624
S14,Post,9.000000,0.835200
S14,Post,9.500000,0.771624
S14,Post,10.000000,0.590576
S15,Post,-10.000000,-0.590576
S15,Post,-9.500000,-0.319617
S15,Post,-9.000000,0.000000
S15,Post,-8.500000,0.319617
S15,Post,-8.000000,0.590576
S15,Post,-7.500000,0.771624
S15,Post,-7.000000,0.835200
S15,Post,-6.500000,0.771624
S15,Post,-6.000000,0.590576
S15,Post,-5.500000,0.319617
S15,Post,-5.000000,-0.000000
S15,Post,-4.500000,-0.319617
S15,Post,-4.000000,-0.590576
S15,Post,-3.500000,-0.771624
S15,Post,-3.000000,-0.835200
S15,Post,-2.500000,-0.771624
S15,Post,-2.000000,-0.590576
S15,Post,-1.500000,-0.319617
S15,Post,-1.000000,0.000000
S15,Post,-0.500000,0.319617
S15,Post,0.000000,0.590576
S15,Post,0.500000,0.771624
S15,Post,1.000000,0.835200
S15,Post,1.500000,0.771624
S15,Post,2.000000,0.590576
S15,Post,2.500000,0.319617
S15,Post,3.000000,0.000000
S15,Post,3.500000,-0.319617
S15,Post,4.000000,-0.590576
S15,Post,4.500000,-0.771624
S15,Post,5.000000,-0.835200
S15,Post,5.500000,-0.771624
S15,Post,6.000000,-0.590576
S15,Post,6.500000,-0.319617
S15,Post,7.000000,-0.000000
S15,Post,7.500000,0.319617
S15,Post,8.000000,0.590576
S15,Post,8.500000,0.771624
S15,Post,9.000000,0.835200
S15,Post,9.500000,0.771624
S15,Post,10.000000,0.590576
S16,Post,-10.000000,-0.590576
S16,Post,-9.500000,-0.319617
S16,Post,-9.000000,0.000000
S16,Post,-8.500000,0.319617
S16,Post,-8.000000,0.590576
S16,Post,-7.500000,0.771624
S16,Post,-7.000000,0.835200
S16,Post,-6.500000,0.771624
S16,Post,-6.000000,0.590576
S16,Post,-5.500000,0.319617
S16,Post,-5.000000,-0.000000
S16,Post,-4.500000,-0.319617
S16,Post,-4.000000,-0.590576
S16,Post,-3.500000,-0.771624
S16,Post,-3.000000,-0.835200
S16,Post,-2.500000,-0.771624
S16,Post,-2.000000,-0.590576
S16,Post,-1.500000,-0.319617
S16,Post,-1.000000,0.000000
S16,Post,-0.500000,0.319617
S16,Post,0.000000,0.590576
S16,Post,0.500000,0.771624
S16,Post,1.000000,0.835200
S16,Post,1.500000,0.771624
S16,Post,2.000000,0.590576
S16,Post,2.500000,0.319617
S16,Post,3.000000,0.000000
S16,Post,3.500000,-0.319617
S16,Post,4.000000,-0.590576
S16,Post,4.500000,-0.771624
S16,Post,5.000000,-0.835200
S16,Post,5.500000,-0.771624
S16,Post,6.000000,-0.590576
S16,Post,6.500000,-0.319617
S16,Post,7.000000,-0.000000
S16,Post,7.500000,0.319617
S16,Post,8.000000,0.590576
S16,Post,8.500000,0.771624
S16,Post,9.000000,0.835200
S16,Post,9.500000,0.771624
S16,Post,10.000000,0.590576
S17,Post,-10.000000,-0.590576
S17,Post,-9.500000,-0.319617
S17,Post,-9.000000,0.000000
S17,Post,-8.500000,0.319617
S17,Post,-8.000000,0.590576
S17,Post,-7.500000,0.771624
S17,Post,-7.000000,0.835200
S17,Post,-6.500000,0.771624
S17,Post,-6.000000,0.590576
S17,Post,-5.500000,0.319617
S17,Post,-5.000000,-0.000000
S17,Post,-4.500000,-0.319617
S17,Post,-4.000000,-0.590576
S17,Post,-3.500000,-0.771624
S17,Post,-3.000000,-0.835200
S17,Post,-2.500000,-0.771624
S17,Post,-2.000000,-0.590576
S17,Post,-1.500000,-0.319617
S17,Post,-1.000000,0.000000
S17,Post,-0.500000,0.319617
S17,Post,0.000000,0.590576
S17,Post,0.500000,0.771624
S17,Post,1.000000,0.835200
S17,Post,1.500000,0.771624
S17,Post,2.000000,0.590576
S17,Post,2.500000,0.319617
S17,Post,3.000000,0.000000
S17,Post,3.500000,-0.319617
S17,Post,4.000000,-0.590576
S17,Post,4.500000,-0.771624
S17,Post,5.000000,-0.835200
S17,Post,5.500000,-0.771624
S17,Post,6.000000,-0.590576
S17,Post,6.500000,-0.319617
S17,Post,7.000000,-0.000000
S17,Post,7.500000,0.319617
S17,Post,8.000000,0.590576
S17,Post,8.500000,0.771624
S17,Post,9.000000,0.835200
S17,Post,9.500000,0.771624
S17,Post,10.000000,0.590576
S18,Post,-10.000000,-0.590576
S18,Post,-9.500000,-0.319617
S18,Post,-9.000000,0.000000
S18,Post,-8.500000,0.319617
S18,Post,-8.000000,0.590576
S18,Post,-7.500000,0.771624
S18,Post,-7.000000,0.835200
S18,Post,-6.500000,0.771624
S18,Post,-6.000000,0.590576
S18,Post,-5.500000,0.319617
S18,Post,-5.000000,-0.000000
S18,Post,-4.500000,-0.319617
S18,Post,-4.000000,-0.590576
S18,Post,-3.500000,-0.771624
S18,Post,-3.000000,-0.835200
S18,Post,-2.500000,-0.771624
S18,Post,-2.000000,-0.590576
S18,Post,-1.500000,-0.319617
S18,Post,-1.000000,0.000000
S18,Post,-0.500000,0.319617
S18,Post,0.000000,0.590576
S18,Post,0.500000,0.771624
S18,Post,1.000000,0.835200
S18,Post,1.500000,0.771624
S18,Post,2.000000,0.590576
S18,Post,2.500000,0.319617
S18,Post,3.000000,0.000000
S18,Post,3.500000,-0.319617
S18,Post,4.000000,-0.590576
S18,Post,4.500000,-0.771624
S18,Post,5.000000,-0.835200
S18,Post,5.500000,-0.771624
S18,Post,6.000000,-0.590576
S18,Post,6.500000,-0.319617
S18,Post,7.000000,-0.000000
S18,Post,7.500000,0.319617
S18,Post,8.000000,0.590576
S18,Post,8.500000,0.771624
S18,Post,9.000000,0.835200
S18,Post,9.500000,0.771624
S18,Post,10.000000,0.590576
